日付,商品名,地域,売上(円)
2024-01-05,スタンダードプラン,東京,9800
2024-01-05,スタンダードプラン,名古屋,9800
2024-01-06,プレミアムプラン,大阪,29800
2024-01-06,ライトプラン,大阪,4980
2024-01-06,スタンダードプラン,東京,9800
2024-01-06,スタンダードプラン,札幌,9800
2024-01-06,ライトプラン,札幌,9960
2024-01-07,保守サポート,東京,15000
2024-01-07,オプション追加,大阪,3000
2024-01-07,オプション追加,東京,6000
2024-01-07,スタンダードプラン,福岡,9800
2024-01-08,プレミアムプラン,名古屋,29800
2024-01-08,保守サポート,東京,15000
2024-01-08,プレミアムプラン,大阪,29800
2024-01-08,ライトプラン,札幌,9960
2024-01-09,保守サポート,大阪,15000
2024-01-09,スタンダードプラン,名古屋,9800
2024-01-09,プレミアムプラン,名古屋,29800
2024-01-09,スタンダードプラン,名古屋,9800
2024-01-09,保守サポート,東京,15000
2024-01-09,スタンダードプラン,福岡,9800
2024-01-09,ライトプラン,東京,4980
2024-01-09,ライトプラン,大阪,9960
2024-01-10,スタンダードプラン,札幌,9800
2024-01-11,オプション追加,大阪,3000
2024-01-11,スタンダードプラン,名古屋,9800
2024-01-11,ライトプラン,大阪,4980
2024-01-11,ライトプラン,名古屋,4980
2024-01-11,保守サポート,名古屋,15000
2024-01-12,プレミアムプラン,東京,29800
2024-01-12,保守サポート,名古屋,15000
2024-01-12,ライトプラン,東京,4980
2024-01-12,ライトプラン,名古屋,9960
2024-01-12,スタンダードプラン,札幌,9800
2024-01-12,スタンダードプラン,東京,9800
2024-01-12,スタンダードプラン,福岡,9800
2024-01-12,初期構築パック,福岡,50000
2024-01-12,スタンダードプラン,名古屋,9800
2024-01-13,保守サポート,東京,30000
2024-01-13,オプション追加,名古屋,6000
2024-01-13,プレミアムプラン,東京,29800
2024-01-13,ライトプラン,東京,4980
2024-01-14,オプション追加,名古屋,3000
2024-01-14,プレミアムプラン,大阪,29800
2024-01-14,スタンダードプラン,大阪,9800
2024-01-14,保守サポート,名古屋,15000
2024-01-14,スタンダードプラン,福岡,9800
2024-01-14,スタンダードプラン,福岡,9800
2024-01-14,プレミアムプラン,札幌,29800
2024-01-15,プレミアムプラン,大阪,29800
2024-01-15,オプション追加,名古屋,3000
2024-01-15,ライトプラン,大阪,4980
2024-01-15,ライトプラン,名古屋,4980
2024-01-16,ライトプラン,大阪,4980
2024-01-16,オプション追加,名古屋,3000
2024-01-16,保守サポート,大阪,15000
2024-01-16,初期構築パック,福岡,50000
2024-01-16,オプション追加,福岡,3000
2024-01-17,スタンダードプラン,名古屋,19600
2024-01-17,プレミアムプラン,福岡,29800
2024-01-17,ライトプラン,東京,4980
2024-01-17,ライトプラン,東京,9960
2024-01-17,ライトプラン,福岡,9960
2024-01-18,オプション追加,福岡,3000
2024-01-18,ライトプラン,大阪,4980
2024-01-18,スタンダードプラン,福岡,9800
2024-01-18,ライトプラン,札幌,4980
2024-01-18,スタンダードプラン,福岡,9800
2024-01-19,オプション追加,東京,6000
2024-01-19,スタンダードプラン,札幌,19600
2024-01-19,スタンダードプラン,札幌,9800
2024-01-19,オプション追加,東京,3000
2024-01-19,スタンダードプラン,福岡,9800
2024-01-20,オプション追加,大阪,6000
2024-01-20,スタンダードプラン,名古屋,19600
2024-01-21,保守サポート,東京,15000
2024-01-21,保守サポート,福岡,30000
2024-01-21,プレミアムプラン,札幌,29800
2024-01-21,オプション追加,東京,6000
2024-01-21,ライトプラン,福岡,4980
2024-01-21,初期構築パック,名古屋,50000
2024-01-22,スタンダードプラン,東京,9800
2024-01-22,オプション追加,大阪,3000
2024-01-22,保守サポート,札幌,15000
2024-01-22,ライトプラン,福岡,4980
2024-01-22,スタンダードプラン,名古屋,9800
2024-01-22,ライトプラン,大阪,4980
2024-01-23,スタンダードプラン,福岡,9800
2024-01-23,スタンダードプラン,東京,9800
2024-01-23,ライトプラン,大阪,9960
2024-01-23,スタンダードプラン,札幌,9800
2024-01-24,オプション追加,大阪,6000
2024-01-24,ライトプラン,大阪,4980
2024-01-24,オプション追加,名古屋,3000
2024-01-24,オプション追加,名古屋,6000
2024-01-24,プレミアムプラン,東京,29800
2024-01-24,ライトプラン,福岡,4980
2024-01-24,保守サポート,札幌,15000
2024-01-25,オプション追加,大阪,3000
2024-01-25,ライトプラン,札幌,4980
2024-01-25,ライトプラン,大阪,9960
2024-01-25,プレミアムプラン,名古屋,29800
2024-01-26,オプション追加,大阪,3000
2024-01-26,オプション追加,札幌,3000
2024-01-26,プレミアムプラン,大阪,29800
2024-01-26,プレミアムプラン,東京,29800
2024-01-26,ライトプラン,福岡,9960
2024-01-26,プレミアムプラン,大阪,29800
2024-01-27,オプション追加,東京,6000
2024-01-27,スタンダードプラン,東京,9800
2024-01-27,オプション追加,名古屋,3000
2024-01-27,保守サポート,大阪,15000
2024-01-27,ライトプラン,名古屋,9960
2024-01-27,保守サポート,福岡,15000
2024-01-27,プレミアムプラン,札幌,29800
2024-01-28,オプション追加,福岡,3000
2024-01-28,スタンダードプラン,札幌,9800
2024-01-28,ライトプラン,大阪,4980
2024-01-28,ライトプラン,東京,4980
2024-01-28,保守サポート,札幌,15000
2024-01-29,プレミアムプラン,福岡,29800
2024-01-29,ライトプラン,福岡,4980
2024-01-29,オプション追加,福岡,3000
2024-01-29,スタンダードプラン,札幌,9800
2024-01-30,ライトプラン,大阪,4980
2024-01-30,ライトプラン,福岡,4980
2024-01-30,初期構築パック,大阪,50000
2024-01-30,オプション追加,名古屋,3000
2024-01-31,オプション追加,東京,6000
2024-01-31,ライトプラン,名古屋,9960
2024-01-31,ライトプラン,名古屋,4980
2024-01-31,保守サポート,名古屋,30000
2024-01-31,スタンダードプラン,東京,19600
2024-01-31,保守サポート,福岡,15000
2024-01-31,ライトプラン,札幌,4980
2024-02-01,初期構築パック,札幌,50000
2024-02-01,オプション追加,名古屋,3000
2024-02-01,保守サポート,名古屋,15000
2024-02-01,スタンダードプラン,札幌,9800
2024-02-01,ライトプラン,大阪,4980
2024-02-01,オプション追加,札幌,6000
2024-02-02,スタンダードプラン,東京,9800
2024-02-02,保守サポート,大阪,15000
2024-02-02,プレミアムプラン,大阪,29800
2024-02-02,スタンダードプラン,東京,9800
2024-02-03,オプション追加,大阪,3000
2024-02-03,ライトプラン,札幌,4980
2024-02-03,ライトプラン,福岡,4980
2024-02-03,保守サポート,名古屋,15000
2024-02-03,スタンダードプラン,名古屋,9800
2024-02-04,ライトプラン,大阪,4980
2024-02-04,保守サポート,名古屋,15000
2024-02-04,ライトプラン,大阪,4980
2024-02-04,ライトプラン,大阪,4980
2024-02-04,オプション追加,福岡,6000
2024-02-05,プレミアムプラン,大阪,29800
2024-02-05,プレミアムプラン,福岡,29800
2024-02-05,スタンダードプラン,大阪,9800
2024-02-05,保守サポート,福岡,30000
2024-02-05,保守サポート,札幌,15000
2024-02-06,ライトプラン,東京,4980
2024-02-06,スタンダードプラン,東京,9800
2024-02-06,オプション追加,大阪,6000
2024-02-06,保守サポート,札幌,30000
2024-02-06,ライトプラン,東京,4980
2024-02-06,プレミアムプラン,大阪,29800
2024-02-06,ライトプラン,福岡,4980
2024-02-07,ライトプラン,大阪,4980
2024-02-07,オプション追加,大阪,3000
2024-02-07,スタンダードプラン,福岡,9800
2024-02-07,保守サポート,福岡,15000
2024-02-07,プレミアムプラン,東京,29800
2024-02-07,保守サポート,東京,15000
2024-02-08,プレミアムプラン,大阪,29800
2024-02-08,ライトプラン,名古屋,4980
2024-02-08,スタンダードプラン,福岡,9800
2024-02-08,ライトプラン,東京,4980
2024-02-09,初期構築パック,福岡,100000
2024-02-09,ライトプラン,札幌,4980
2024-02-09,スタンダードプラン,福岡,9800
2024-02-09,オプション追加,名古屋,6000
2024-02-09,ライトプラン,札幌,4980
2024-02-09,スタンダードプラン,東京,19600
2024-02-10,スタンダードプラン,東京,9800
2024-02-10,ライトプラン,名古屋,4980
2024-02-10,初期構築パック,福岡,50000
2024-02-11,ライトプラン,福岡,4980
2024-02-11,保守サポート,東京,15000
2024-02-11,プレミアムプラン,札幌,29800
2024-02-12,スタンダードプラン,大阪,19600
2024-02-12,プレミアムプラン,福岡,59600
2024-02-12,保守サポート,東京,15000
2024-02-12,オプション追加,札幌,6000
2024-02-12,スタンダードプラン,福岡,9800
2024-02-13,ライトプラン,札幌,4980
2024-02-13,保守サポート,福岡,30000
2024-02-13,保守サポート,大阪,15000
2024-02-13,オプション追加,東京,6000
2024-02-13,オプション追加,大阪,3000
2024-02-14,保守サポート,札幌,15000
2024-02-14,プレミアムプラン,名古屋,29800
2024-02-14,保守サポート,東京,30000
2024-02-14,オプション追加,札幌,3000
2024-02-14,ライトプラン,札幌,4980
2024-02-14,スタンダードプラン,名古屋,9800
2024-02-14,プレミアムプラン,名古屋,29800
2024-02-15,オプション追加,名古屋,3000
2024-02-15,ライトプラン,福岡,9960
2024-02-15,プレミアムプラン,東京,29800
2024-02-15,オプション追加,札幌,6000
2024-02-15,保守サポート,東京,15000
2024-02-16,保守サポート,名古屋,15000
2024-02-16,ライトプラン,福岡,4980
2024-02-16,ライトプラン,大阪,4980
2024-02-16,プレミアムプラン,東京,29800
2024-02-16,ライトプラン,名古屋,4980
2024-02-16,オプション追加,札幌,3000
2024-02-16,初期構築パック,札幌,50000
2024-02-17,オプション追加,福岡,3000
2024-02-17,保守サポート,名古屋,15000
2024-02-17,ライトプラン,東京,4980
2024-02-17,スタンダードプラン,東京,9800
2024-02-18,スタンダードプラン,大阪,9800
2024-02-18,オプション追加,名古屋,6000
2024-02-18,保守サポート,名古屋,30000
2024-02-18,初期構築パック,名古屋,100000
2024-02-19,オプション追加,名古屋,3000
2024-02-19,ライトプラン,札幌,4980
2024-02-19,ライトプラン,福岡,4980
2024-02-19,ライトプラン,大阪,4980
2024-02-19,スタンダードプラン,札幌,9800
2024-02-20,保守サポート,札幌,15000
2024-02-21,スタンダードプラン,東京,19600
2024-02-21,保守サポート,東京,30000
2024-02-21,スタンダードプラン,札幌,9800
2024-02-21,保守サポート,東京,15000
2024-02-21,プレミアムプラン,大阪,29800
2024-02-21,ライトプラン,大阪,9960
2024-02-21,ライトプラン,福岡,4980
2024-02-21,スタンダードプラン,名古屋,9800
2024-02-22,ライトプラン,大阪,4980
2024-02-23,ライトプラン,札幌,9960
2024-02-23,オプション追加,大阪,3000
2024-02-23,スタンダードプラン,札幌,9800
2024-02-23,ライトプラン,大阪,4980
2024-02-24,オプション追加,札幌,3000
2024-02-25,ライトプラン,札幌,4980
2024-02-25,スタンダードプラン,福岡,9800
2024-02-25,保守サポート,大阪,30000
2024-02-25,ライトプラン,札幌,4980
2024-02-26,ライトプラン,東京,9960
2024-02-26,スタンダードプラン,名古屋,9800
2024-02-26,オプション追加,大阪,3000
2024-02-26,ライトプラン,札幌,4980
2024-02-27,オプション追加,札幌,3000
2024-02-27,スタンダードプラン,札幌,9800
2024-02-27,保守サポート,福岡,15000
2024-02-27,保守サポート,名古屋,15000
2024-02-27,オプション追加,札幌,6000
2024-02-27,スタンダードプラン,福岡,9800
2024-02-28,オプション追加,大阪,6000
2024-02-28,プレミアムプラン,大阪,29800
2024-02-28,オプション追加,福岡,3000
2024-02-28,保守サポート,大阪,15000
2024-02-28,プレミアムプラン,名古屋,59600
2024-02-28,ライトプラン,名古屋,4980
2024-02-28,スタンダードプラン,福岡,9800
2024-02-29,スタンダードプラン,札幌,9800
2024-03-01,スタンダードプラン,福岡,19600
2024-03-01,保守サポート,福岡,30000
2024-03-01,オプション追加,札幌,6000
2024-03-02,スタンダードプラン,札幌,9800
2024-03-02,スタンダードプラン,名古屋,9800
2024-03-02,保守サポート,福岡,15000
2024-03-02,スタンダードプラン,名古屋,19600
2024-03-02,ライトプラン,大阪,9960
2024-03-02,ライトプラン,東京,4980
2024-03-03,ライトプラン,福岡,9960
2024-03-03,ライトプラン,札幌,4980
2024-03-03,初期構築パック,大阪,50000
2024-03-03,ライトプラン,名古屋,9960
2024-03-03,ライトプラン,名古屋,4980
2024-03-03,保守サポート,札幌,15000
2024-03-04,ライトプラン,名古屋,4980
2024-03-05,保守サポート,札幌,15000
2024-03-05,プレミアムプラン,福岡,59600
2024-03-05,ライトプラン,札幌,4980
2024-03-05,オプション追加,札幌,3000
2024-03-05,ライトプラン,福岡,4980
2024-03-05,スタンダードプラン,福岡,9800
2024-03-05,ライトプラン,東京,4980
2024-03-06,ライトプラン,東京,9960
2024-03-06,ライトプラン,名古屋,4980
2024-03-06,オプション追加,福岡,3000
2024-03-06,スタンダードプラン,東京,19600
2024-03-06,スタンダードプラン,東京,9800
2024-03-06,保守サポート,大阪,15000
2024-03-06,プレミアムプラン,東京,29800
2024-03-07,オプション追加,大阪,3000
2024-03-07,ライトプラン,大阪,4980
2024-03-07,ライトプラン,東京,4980
2024-03-08,保守サポート,福岡,30000
2024-03-08,スタンダードプラン,札幌,9800
2024-03-08,スタンダードプラン,東京,9800
2024-03-08,スタンダードプラン,東京,9800
2024-03-09,保守サポート,東京,15000
2024-03-09,ライトプラン,大阪,4980
2024-03-09,スタンダードプラン,大阪,9800
2024-03-09,ライトプラン,名古屋,9960
2024-03-09,ライトプラン,福岡,4980
2024-03-09,プレミアムプラン,大阪,29800
2024-03-10,スタンダードプラン,名古屋,9800
2024-03-10,ライトプラン,福岡,4980
2024-03-10,ライトプラン,福岡,4980
2024-03-10,ライトプラン,福岡,4980
2024-03-11,初期構築パック,札幌,100000
2024-03-11,オプション追加,札幌,3000
2024-03-11,ライトプラン,大阪,9960
2024-03-11,保守サポート,東京,15000
2024-03-12,ライトプラン,名古屋,4980
2024-03-12,ライトプラン,札幌,4980
2024-03-12,ライトプラン,名古屋,9960
2024-03-12,オプション追加,名古屋,3000
2024-03-13,オプション追加,札幌,3000
2024-03-13,オプション追加,名古屋,3000
2024-03-13,初期構築パック,札幌,50000
2024-03-13,ライトプラン,名古屋,9960
2024-03-13,オプション追加,福岡,3000
2024-03-14,オプション追加,大阪,3000
2024-03-14,ライトプラン,札幌,4980
2024-03-14,ライトプラン,札幌,4980
2024-03-15,スタンダードプラン,東京,9800
2024-03-16,ライトプラン,札幌,4980
2024-03-16,オプション追加,名古屋,6000
2024-03-16,スタンダードプラン,名古屋,19600
2024-03-16,スタンダードプラン,名古屋,19600
2024-03-17,プレミアムプラン,大阪,29800
2024-03-17,オプション追加,札幌,6000
2024-03-17,保守サポート,福岡,15000
2024-03-17,初期構築パック,福岡,50000
2024-03-17,保守サポート,東京,30000
2024-03-18,スタンダードプラン,名古屋,9800
2024-03-18,スタンダードプラン,名古屋,9800
2024-03-18,初期構築パック,大阪,100000
2024-03-18,プレミアムプラン,福岡,29800
2024-03-18,ライトプラン,東京,4980
2024-03-18,オプション追加,大阪,3000
2024-03-18,ライトプラン,東京,9960
2024-03-19,オプション追加,大阪,3000
2024-03-19,初期構築パック,大阪,50000
2024-03-19,オプション追加,名古屋,3000
2024-03-19,スタンダードプラン,福岡,9800
2024-03-20,オプション追加,名古屋,3000
2024-03-20,プレミアムプラン,大阪,29800
2024-03-21,プレミアムプラン,福岡,29800
2024-03-21,ライトプラン,大阪,9960
2024-03-21,スタンダードプラン,名古屋,19600
2024-03-21,保守サポート,大阪,30000
2024-03-21,初期構築パック,札幌,100000
2024-03-21,オプション追加,大阪,3000
2024-03-21,ライトプラン,札幌,4980
2024-03-21,プレミアムプラン,大阪,29800
2024-03-22,オプション追加,福岡,6000
2024-03-22,オプション追加,東京,3000
2024-03-22,ライトプラン,大阪,4980
2024-03-22,ライトプラン,名古屋,4980
2024-03-22,ライトプラン,大阪,4980
2024-03-22,ライトプラン,名古屋,4980
2024-03-22,ライトプラン,名古屋,4980
2024-03-22,保守サポート,大阪,15000
2024-03-22,ライトプラン,福岡,4980
2024-03-22,ライトプラン,福岡,4980
2024-03-23,ライトプラン,名古屋,4980
2024-03-23,スタンダードプラン,名古屋,9800
2024-03-23,プレミアムプラン,札幌,29800
2024-03-23,スタンダードプラン,大阪,9800
2024-03-23,ライトプラン,札幌,4980
2024-03-23,ライトプラン,大阪,4980
2024-03-23,保守サポート,東京,15000
2024-03-24,オプション追加,名古屋,3000
2024-03-24,スタンダードプラン,東京,19600
2024-03-24,オプション追加,札幌,3000
2024-03-25,ライトプラン,東京,4980
2024-03-25,ライトプラン,大阪,4980
2024-03-25,スタンダードプラン,名古屋,9800
2024-03-26,ライトプラン,福岡,4980
2024-03-26,ライトプラン,東京,4980
2024-03-27,ライトプラン,札幌,4980
2024-03-28,スタンダードプラン,東京,9800
2024-03-28,オプション追加,福岡,3000
2024-03-29,スタンダードプラン,札幌,9800
2024-03-29,スタンダードプラン,名古屋,9800
2024-03-30,ライトプラン,大阪,4980
2024-03-30,スタンダードプラン,札幌,9800
2024-03-31,プレミアムプラン,札幌,29800
2024-03-31,ライトプラン,札幌,9960
2024-03-31,保守サポート,大阪,15000
2024-03-31,ライトプラン,東京,4980
2024-04-01,プレミアムプラン,大阪,29800
2024-04-01,保守サポート,札幌,30000
2024-04-01,ライトプラン,福岡,4980
2024-04-02,保守サポート,福岡,15000
2024-04-02,オプション追加,東京,3000
2024-04-02,ライトプラン,大阪,4980
2024-04-02,スタンダードプラン,名古屋,9800
2024-04-03,保守サポート,東京,15000
2024-04-03,ライトプラン,東京,4980
2024-04-03,ライトプラン,大阪,9960
2024-04-04,ライトプラン,札幌,4980
2024-04-04,ライトプラン,札幌,4980
2024-04-04,スタンダードプラン,大阪,9800
2024-04-04,オプション追加,名古屋,3000
2024-04-05,ライトプラン,東京,4980
2024-04-05,スタンダードプラン,札幌,9800
2024-04-05,ライトプラン,大阪,4980
2024-04-06,スタンダードプラン,東京,19600
2024-04-06,保守サポート,東京,30000
2024-04-07,スタンダードプラン,札幌,9800
2024-04-07,保守サポート,名古屋,15000
2024-04-07,プレミアムプラン,大阪,29800
2024-04-07,スタンダードプラン,福岡,19600
2024-04-07,スタンダードプラン,東京,9800
2024-04-07,スタンダードプラン,名古屋,9800
2024-04-08,ライトプラン,名古屋,9960
2024-04-08,スタンダードプラン,札幌,19600
2024-04-08,保守サポート,東京,15000
2024-04-08,オプション追加,大阪,6000
2024-04-08,スタンダードプラン,福岡,19600
2024-04-09,スタンダードプラン,大阪,9800
2024-04-09,ライトプラン,東京,4980
2024-04-09,スタンダードプラン,大阪,9800
2024-04-09,スタンダードプラン,名古屋,9800
2024-04-10,ライトプラン,大阪,4980
2024-04-10,オプション追加,大阪,6000
2024-04-10,スタンダードプラン,札幌,9800
2024-04-10,保守サポート,大阪,15000
2024-04-10,初期構築パック,東京,50000
2024-04-10,スタンダードプラン,東京,19600
2024-04-11,保守サポート,大阪,15000
2024-04-11,スタンダードプラン,東京,9800
2024-04-11,オプション追加,札幌,3000
2024-04-11,オプション追加,札幌,6000
2024-04-11,ライトプラン,札幌,4980
2024-04-11,スタンダードプラン,大阪,9800
2024-04-11,ライトプラン,札幌,4980
2024-04-11,プレミアムプラン,札幌,29800
2024-04-12,ライトプラン,札幌,4980
2024-04-12,プレミアムプラン,福岡,29800
2024-04-12,保守サポート,大阪,30000
2024-04-12,保守サポート,札幌,30000
2024-04-12,プレミアムプラン,東京,59600
2024-04-12,オプション追加,名古屋,6000
2024-04-13,保守サポート,福岡,15000
2024-04-13,オプション追加,福岡,3000
2024-04-13,ライトプラン,大阪,4980
2024-04-13,オプション追加,名古屋,6000
2024-04-13,初期構築パック,名古屋,50000
2024-04-14,ライトプラン,札幌,9960
2024-04-14,ライトプラン,大阪,4980
2024-04-14,ライトプラン,東京,9960
2024-04-15,保守サポート,福岡,15000
2024-04-15,スタンダードプラン,名古屋,9800
2024-04-15,オプション追加,大阪,3000
2024-04-15,オプション追加,福岡,6000
2024-04-16,スタンダードプラン,大阪,9800
2024-04-16,ライトプラン,大阪,4980
2024-04-16,プレミアムプラン,東京,29800
2024-04-16,ライトプラン,大阪,4980
2024-04-17,保守サポート,札幌,15000
2024-04-17,スタンダードプラン,福岡,9800
2024-04-17,ライトプラン,東京,4980
2024-04-17,ライトプラン,福岡,4980
2024-04-17,保守サポート,東京,15000
2024-04-18,保守サポート,大阪,15000
2024-04-18,スタンダードプラン,名古屋,9800
2024-04-18,スタンダードプラン,大阪,9800
2024-04-18,ライトプラン,東京,4980
2024-04-19,スタンダードプラン,札幌,9800
2024-04-19,初期構築パック,札幌,50000
2024-04-19,ライトプラン,大阪,4980
2024-04-20,オプション追加,大阪,3000
2024-04-21,スタンダードプラン,大阪,19600
2024-04-21,初期構築パック,大阪,100000
2024-04-21,ライトプラン,福岡,4980
2024-04-21,初期構築パック,名古屋,50000
2024-04-21,ライトプラン,福岡,9960
2024-04-21,オプション追加,福岡,3000
2024-04-21,ライトプラン,札幌,4980
2024-04-22,ライトプラン,名古屋,4980
2024-04-22,保守サポート,東京,30000
2024-04-22,プレミアムプラン,東京,29800
2024-04-22,スタンダードプラン,大阪,9800
2024-04-22,ライトプラン,福岡,9960
2024-04-22,ライトプラン,名古屋,4980
2024-04-23,ライトプラン,東京,4980
2024-04-23,ライトプラン,東京,9960
2024-04-24,スタンダードプラン,名古屋,19600
2024-04-24,オプション追加,名古屋,3000
2024-04-25,保守サポート,東京,15000
2024-04-25,ライトプラン,大阪,4980
2024-04-25,プレミアムプラン,名古屋,29800
2024-04-25,スタンダードプラン,名古屋,9800
2024-04-25,プレミアムプラン,大阪,29800
2024-04-25,オプション追加,札幌,3000
2024-04-25,ライトプラン,名古屋,9960
2024-04-26,ライトプラン,東京,4980
2024-04-26,スタンダードプラン,名古屋,9800
2024-04-26,保守サポート,福岡,15000
2024-04-26,ライトプラン,札幌,4980
2024-04-26,スタンダードプラン,大阪,9800
2024-04-27,プレミアムプラン,札幌,29800
2024-04-27,保守サポート,名古屋,15000
2024-04-27,ライトプラン,福岡,4980
2024-04-27,保守サポート,大阪,15000
2024-04-27,プレミアムプラン,大阪,29800
2024-04-27,ライトプラン,福岡,4980
2024-04-27,保守サポート,札幌,15000
2024-04-27,スタンダードプラン,福岡,9800
2024-04-28,オプション追加,東京,3000
2024-04-29,ライトプラン,札幌,4980
2024-04-29,オプション追加,名古屋,3000
2024-04-29,保守サポート,大阪,15000
2024-04-29,オプション追加,東京,3000
2024-04-29,ライトプラン,福岡,4980
2024-04-29,スタンダードプラン,札幌,19600
2024-04-30,プレミアムプラン,札幌,29800
2024-04-30,スタンダードプラン,名古屋,9800
2024-04-30,スタンダードプラン,東京,9800
2024-04-30,ライトプラン,東京,4980
2024-05-01,スタンダードプラン,名古屋,9800
2024-05-01,プレミアムプラン,大阪,29800
2024-05-01,オプション追加,札幌,6000
2024-05-01,保守サポート,札幌,15000
2024-05-01,オプション追加,名古屋,3000
2024-05-01,プレミアムプラン,札幌,29800
2024-05-01,ライトプラン,福岡,4980
2024-05-02,保守サポート,大阪,30000
2024-05-02,オプション追加,名古屋,3000
2024-05-02,プレミアムプラン,大阪,29800
2024-05-02,保守サポート,東京,30000
2024-05-02,プレミアムプラン,福岡,29800
2024-05-03,オプション追加,福岡,3000
2024-05-03,ライトプラン,東京,9960
2024-05-03,ライトプラン,福岡,4980
2024-05-04,保守サポート,大阪,30000
2024-05-04,ライトプラン,福岡,4980
2024-05-04,オプション追加,札幌,6000
2024-05-04,スタンダードプラン,大阪,9800
2024-05-04,ライトプラン,名古屋,4980
2024-05-04,プレミアムプラン,福岡,29800
2024-05-05,プレミアムプラン,名古屋,29800
2024-05-05,ライトプラン,名古屋,4980
2024-05-05,プレミアムプラン,札幌,29800
2024-05-05,ライトプラン,大阪,4980
2024-05-05,プレミアムプラン,福岡,29800
2024-05-05,オプション追加,福岡,6000
2024-05-05,スタンダードプラン,大阪,9800
2024-05-06,スタンダードプラン,福岡,9800
2024-05-06,ライトプラン,東京,4980
2024-05-06,スタンダードプラン,大阪,9800
2024-05-07,ライトプラン,福岡,4980
2024-05-07,初期構築パック,東京,100000
2024-05-07,スタンダードプラン,福岡,9800
2024-05-07,スタンダードプラン,札幌,9800
2024-05-07,ライトプラン,札幌,4980
2024-05-07,プレミアムプラン,名古屋,29800
2024-05-07,ライトプラン,東京,9960
2024-05-08,プレミアムプラン,札幌,29800
2024-05-08,保守サポート,東京,15000
2024-05-08,オプション追加,大阪,3000
2024-05-08,プレミアムプラン,名古屋,29800
2024-05-08,プレミアムプラン,名古屋,29800
2024-05-08,ライトプラン,東京,4980
2024-05-09,プレミアムプラン,大阪,59600
2024-05-09,ライトプラン,東京,9960
2024-05-09,保守サポート,東京,15000
2024-05-09,プレミアムプラン,福岡,29800
2024-05-09,保守サポート,大阪,15000
2024-05-10,保守サポート,札幌,30000
2024-05-10,ライトプラン,福岡,4980
2024-05-10,スタンダードプラン,福岡,19600
2024-05-10,ライトプラン,名古屋,9960
2024-05-10,スタンダードプラン,福岡,19600
2024-05-11,スタンダードプラン,札幌,9800
2024-05-11,スタンダードプラン,札幌,9800
2024-05-11,ライトプラン,東京,4980
2024-05-11,保守サポート,東京,30000
2024-05-11,スタンダードプラン,大阪,19600
2024-05-11,オプション追加,大阪,6000
2024-05-12,初期構築パック,大阪,50000
2024-05-12,初期構築パック,名古屋,50000
2024-05-12,スタンダードプラン,名古屋,19600
2024-05-12,ライトプラン,名古屋,4980
2024-05-12,スタンダードプラン,東京,9800
2024-05-12,プレミアムプラン,名古屋,29800
2024-05-12,保守サポート,東京,15000
2024-05-13,スタンダードプラン,名古屋,9800
2024-05-13,スタンダードプラン,大阪,9800
2024-05-13,ライトプラン,東京,9960
2024-05-13,スタンダードプラン,名古屋,19600
2024-05-14,スタンダードプラン,福岡,9800
2024-05-14,オプション追加,福岡,3000
2024-05-14,初期構築パック,福岡,100000
2024-05-15,ライトプラン,東京,4980
2024-05-15,ライトプラン,名古屋,9960
2024-05-15,オプション追加,大阪,3000
2024-05-15,ライトプラン,名古屋,4980
2024-05-15,スタンダードプラン,福岡,9800
2024-05-16,オプション追加,札幌,3000
2024-05-16,スタンダードプラン,東京,9800
2024-05-16,ライトプラン,札幌,4980
2024-05-16,ライトプラン,東京,4980
2024-05-16,オプション追加,福岡,3000
2024-05-16,プレミアムプラン,福岡,29800
2024-05-17,ライトプラン,東京,9960
2024-05-17,スタンダードプラン,札幌,9800
2024-05-17,プレミアムプラン,東京,29800
2024-05-17,ライトプラン,大阪,4980
2024-05-17,プレミアムプラン,福岡,59600
2024-05-17,プレミアムプラン,名古屋,29800
2024-05-17,オプション追加,札幌,3000
2024-05-18,オプション追加,名古屋,6000
2024-05-18,ライトプラン,東京,4980
2024-05-18,ライトプラン,札幌,4980
2024-05-18,オプション追加,福岡,3000
2024-05-18,プレミアムプラン,東京,59600
2024-05-19,プレミアムプラン,名古屋,29800
2024-05-19,ライトプラン,東京,4980
2024-05-19,保守サポート,名古屋,30000
2024-05-19,プレミアムプラン,名古屋,29800
2024-05-20,保守サポート,大阪,15000
2024-05-20,ライトプラン,札幌,4980
2024-05-20,オプション追加,福岡,3000
2024-05-21,オプション追加,札幌,3000
2024-05-21,保守サポート,札幌,15000
2024-05-21,初期構築パック,東京,50000
2024-05-21,プレミアムプラン,名古屋,29800
2024-05-21,プレミアムプラン,福岡,29800
2024-05-22,スタンダードプラン,大阪,9800
2024-05-22,ライトプラン,東京,9960
2024-05-23,オプション追加,福岡,6000
2024-05-23,保守サポート,名古屋,15000
2024-05-23,初期構築パック,福岡,50000
2024-05-23,初期構築パック,札幌,100000
2024-05-23,ライトプラン,大阪,9960
2024-05-23,オプション追加,札幌,3000
2024-05-24,プレミアムプラン,札幌,29800
2024-05-24,オプション追加,名古屋,3000
2024-05-25,オプション追加,福岡,6000
2024-05-25,プレミアムプラン,大阪,29800
2024-05-25,オプション追加,大阪,3000
2024-05-25,スタンダードプラン,福岡,9800
2024-05-25,ライトプラン,札幌,4980
